,Id numeric,Id text,Sample name,Sampled date,Sampling start,Sampling end,Testname,Component name,Wnsident,Result text,Units,Result status,Dig rap,Pdf rap,Order number
    889268System.Drawing.Bitmap,889268,22-125387,NL14_20930,8/5/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889268System.Drawing.Bitmap,889268,22-125387,NL14_20930,8/5/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889268System.Drawing.Bitmap,889268,22-125387,NL14_20930,8/5/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889268System.Drawing.Bitmap,889268,22-125387,NL14_20930,8/5/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889269System.Drawing.Bitmap,889269,22-125388,NL14_20930,8/2/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889269System.Drawing.Bitmap,889269,22-125388,NL14_20930,8/2/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889269System.Drawing.Bitmap,889269,22-125388,NL14_20930,8/2/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889269System.Drawing.Bitmap,889269,22-125388,NL14_20930,8/2/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889269System.Drawing.Bitmap,889269,22-125388,NL14_20930,8/2/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889269System.Drawing.Bitmap,889269,22-125388,NL14_20930,8/2/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889269System.Drawing.Bitmap,889269,22-125388,NL14_20930,8/2/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889269System.Drawing.Bitmap,889269,22-125388,NL14_20930,8/2/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889270System.Drawing.Bitmap,889270,22-125389,NL14_20930,7/29/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889270System.Drawing.Bitmap,889270,22-125389,NL14_20930,7/29/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889270System.Drawing.Bitmap,889270,22-125389,NL14_20930,7/29/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889270System.Drawing.Bitmap,889270,22-125389,NL14_20930,7/29/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889270System.Drawing.Bitmap,889270,22-125389,NL14_20930,7/29/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889270System.Drawing.Bitmap,889270,22-125389,NL14_20930,7/29/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889270System.Drawing.Bitmap,889270,22-125389,NL14_20930,7/29/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889270System.Drawing.Bitmap,889270,22-125389,NL14_20930,7/29/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889271System.Drawing.Bitmap,889271,22-125390,NL14_20930,7/26/2022 10:53,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],84.7,mg/l,Authorised,,,OMS22-906
    889271System.Drawing.Bitmap,889271,22-125390,NL14_20930,7/26/2022 10:53,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],0.3,m,Authorised,,,OMS22-906
    889271System.Drawing.Bitmap,889271,22-125390,NL14_20930,7/26/2022 10:53,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],660,uS/cm,Authorised,,,OMS22-906
    889271System.Drawing.Bitmap,889271,22-125390,NL14_20930,7/26/2022 10:53,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],22.4,oC,Authorised,,,OMS22-906
    889271System.Drawing.Bitmap,889271,22-125390,NL14_20930,7/26/2022 10:53,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,1,,Authorised,,,OMS22-906
    889271System.Drawing.Bitmap,889271,22-125390,NL14_20930,7/26/2022 10:53,,,OW Locatiebezoek in route,Locatiebezoek in route,,1,,Authorised,,,OMS22-906
    889271System.Drawing.Bitmap,889271,22-125390,NL14_20930,7/26/2022 10:53,,,OW Administratie per monster,Administratiekosten,,1,,Authorised,,,OMS22-906
    889271System.Drawing.Bitmap,889271,22-125390,NL14_20930,7/26/2022 10:53,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,1,,Authorised,,,OMS22-906
    889272System.Drawing.Bitmap,889272,22-125391,NL14_20906,9/30/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889272System.Drawing.Bitmap,889272,22-125391,NL14_20906,9/30/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889272System.Drawing.Bitmap,889272,22-125391,NL14_20906,9/30/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889272System.Drawing.Bitmap,889272,22-125391,NL14_20906,9/30/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889272System.Drawing.Bitmap,889272,22-125391,NL14_20906,9/30/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889272System.Drawing.Bitmap,889272,22-125391,NL14_20906,9/30/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889272System.Drawing.Bitmap,889272,22-125391,NL14_20906,9/30/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889272System.Drawing.Bitmap,889272,22-125391,NL14_20906,9/30/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889273System.Drawing.Bitmap,889273,22-125392,NL14_20906,9/27/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889273System.Drawing.Bitmap,889273,22-125392,NL14_20906,9/27/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889273System.Drawing.Bitmap,889273,22-125392,NL14_20906,9/27/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889273System.Drawing.Bitmap,889273,22-125392,NL14_20906,9/27/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889273System.Drawing.Bitmap,889273,22-125392,NL14_20906,9/27/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889273System.Drawing.Bitmap,889273,22-125392,NL14_20906,9/27/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889273System.Drawing.Bitmap,889273,22-125392,NL14_20906,9/27/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889273System.Drawing.Bitmap,889273,22-125392,NL14_20906,9/27/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889274System.Drawing.Bitmap,889274,22-125393,NL14_20906,9/23/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889274System.Drawing.Bitmap,889274,22-125393,NL14_20906,9/23/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889274System.Drawing.Bitmap,889274,22-125393,NL14_20906,9/23/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889274System.Drawing.Bitmap,889274,22-125393,NL14_20906,9/23/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889274System.Drawing.Bitmap,889274,22-125393,NL14_20906,9/23/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889274System.Drawing.Bitmap,889274,22-125393,NL14_20906,9/23/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889274System.Drawing.Bitmap,889274,22-125393,NL14_20906,9/23/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889274System.Drawing.Bitmap,889274,22-125393,NL14_20906,9/23/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889275System.Drawing.Bitmap,889275,22-125394,NL14_20906,9/20/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889275System.Drawing.Bitmap,889275,22-125394,NL14_20906,9/20/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889275System.Drawing.Bitmap,889275,22-125394,NL14_20906,9/20/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889275System.Drawing.Bitmap,889275,22-125394,NL14_20906,9/20/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889275System.Drawing.Bitmap,889275,22-125394,NL14_20906,9/20/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889275System.Drawing.Bitmap,889275,22-125394,NL14_20906,9/20/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889275System.Drawing.Bitmap,889275,22-125394,NL14_20906,9/20/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889275System.Drawing.Bitmap,889275,22-125394,NL14_20906,9/20/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889276System.Drawing.Bitmap,889276,22-125395,NL14_20906,9/16/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889276System.Drawing.Bitmap,889276,22-125395,NL14_20906,9/16/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889276System.Drawing.Bitmap,889276,22-125395,NL14_20906,9/16/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889276System.Drawing.Bitmap,889276,22-125395,NL14_20906,9/16/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889276System.Drawing.Bitmap,889276,22-125395,NL14_20906,9/16/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889276System.Drawing.Bitmap,889276,22-125395,NL14_20906,9/16/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889276System.Drawing.Bitmap,889276,22-125395,NL14_20906,9/16/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889276System.Drawing.Bitmap,889276,22-125395,NL14_20906,9/16/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889277System.Drawing.Bitmap,889277,22-125396,NL14_20906,9/13/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889277System.Drawing.Bitmap,889277,22-125396,NL14_20906,9/13/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889277System.Drawing.Bitmap,889277,22-125396,NL14_20906,9/13/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889277System.Drawing.Bitmap,889277,22-125396,NL14_20906,9/13/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889277System.Drawing.Bitmap,889277,22-125396,NL14_20906,9/13/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889277System.Drawing.Bitmap,889277,22-125396,NL14_20906,9/13/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889277System.Drawing.Bitmap,889277,22-125396,NL14_20906,9/13/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889277System.Drawing.Bitmap,889277,22-125396,NL14_20906,9/13/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889278System.Drawing.Bitmap,889278,22-125397,NL14_20906,9/9/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889278System.Drawing.Bitmap,889278,22-125397,NL14_20906,9/9/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889278System.Drawing.Bitmap,889278,22-125397,NL14_20906,9/9/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889278System.Drawing.Bitmap,889278,22-125397,NL14_20906,9/9/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889278System.Drawing.Bitmap,889278,22-125397,NL14_20906,9/9/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889278System.Drawing.Bitmap,889278,22-125397,NL14_20906,9/9/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889278System.Drawing.Bitmap,889278,22-125397,NL14_20906,9/9/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889278System.Drawing.Bitmap,889278,22-125397,NL14_20906,9/9/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889279System.Drawing.Bitmap,889279,22-125398,NL14_20906,9/6/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889279System.Drawing.Bitmap,889279,22-125398,NL14_20906,9/6/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889279System.Drawing.Bitmap,889279,22-125398,NL14_20906,9/6/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889279System.Drawing.Bitmap,889279,22-125398,NL14_20906,9/6/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889279System.Drawing.Bitmap,889279,22-125398,NL14_20906,9/6/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889279System.Drawing.Bitmap,889279,22-125398,NL14_20906,9/6/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889279System.Drawing.Bitmap,889279,22-125398,NL14_20906,9/6/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889279System.Drawing.Bitmap,889279,22-125398,NL14_20906,9/6/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889280System.Drawing.Bitmap,889280,22-125399,NL14_20906,9/2/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889280System.Drawing.Bitmap,889280,22-125399,NL14_20906,9/2/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889280System.Drawing.Bitmap,889280,22-125399,NL14_20906,9/2/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889280System.Drawing.Bitmap,889280,22-125399,NL14_20906,9/2/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889280System.Drawing.Bitmap,889280,22-125399,NL14_20906,9/2/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889280System.Drawing.Bitmap,889280,22-125399,NL14_20906,9/2/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889280System.Drawing.Bitmap,889280,22-125399,NL14_20906,9/2/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889280System.Drawing.Bitmap,889280,22-125399,NL14_20906,9/2/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889281System.Drawing.Bitmap,889281,22-125400,NL14_20906,8/30/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889281System.Drawing.Bitmap,889281,22-125400,NL14_20906,8/30/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889281System.Drawing.Bitmap,889281,22-125400,NL14_20906,8/30/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889281System.Drawing.Bitmap,889281,22-125400,NL14_20906,8/30/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889281System.Drawing.Bitmap,889281,22-125400,NL14_20906,8/30/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889281System.Drawing.Bitmap,889281,22-125400,NL14_20906,8/30/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889281System.Drawing.Bitmap,889281,22-125400,NL14_20906,8/30/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889281System.Drawing.Bitmap,889281,22-125400,NL14_20906,8/30/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889282System.Drawing.Bitmap,889282,22-125401,NL14_20906,8/26/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889282System.Drawing.Bitmap,889282,22-125401,NL14_20906,8/26/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889282System.Drawing.Bitmap,889282,22-125401,NL14_20906,8/26/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889282System.Drawing.Bitmap,889282,22-125401,NL14_20906,8/26/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889282System.Drawing.Bitmap,889282,22-125401,NL14_20906,8/26/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889282System.Drawing.Bitmap,889282,22-125401,NL14_20906,8/26/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889282System.Drawing.Bitmap,889282,22-125401,NL14_20906,8/26/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889282System.Drawing.Bitmap,889282,22-125401,NL14_20906,8/26/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889283System.Drawing.Bitmap,889283,22-125402,NL14_20906,8/23/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889283System.Drawing.Bitmap,889283,22-125402,NL14_20906,8/23/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889283System.Drawing.Bitmap,889283,22-125402,NL14_20906,8/23/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889283System.Drawing.Bitmap,889283,22-125402,NL14_20906,8/23/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889283System.Drawing.Bitmap,889283,22-125402,NL14_20906,8/23/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889283System.Drawing.Bitmap,889283,22-125402,NL14_20906,8/23/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889283System.Drawing.Bitmap,889283,22-125402,NL14_20906,8/23/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889283System.Drawing.Bitmap,889283,22-125402,NL14_20906,8/23/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889284System.Drawing.Bitmap,889284,22-125403,NL14_20906,8/19/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889284System.Drawing.Bitmap,889284,22-125403,NL14_20906,8/19/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889284System.Drawing.Bitmap,889284,22-125403,NL14_20906,8/19/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889284System.Drawing.Bitmap,889284,22-125403,NL14_20906,8/19/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889284System.Drawing.Bitmap,889284,22-125403,NL14_20906,8/19/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889284System.Drawing.Bitmap,889284,22-125403,NL14_20906,8/19/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889284System.Drawing.Bitmap,889284,22-125403,NL14_20906,8/19/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889284System.Drawing.Bitmap,889284,22-125403,NL14_20906,8/19/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889285System.Drawing.Bitmap,889285,22-125404,NL14_20906,8/16/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889285System.Drawing.Bitmap,889285,22-125404,NL14_20906,8/16/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889285System.Drawing.Bitmap,889285,22-125404,NL14_20906,8/16/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
