,Id numeric,Id text,Sample name,Sampled date,Sampling start,Sampling end,Testname,Component name,Wnsident,Result text,Units,Result status,Dig rap,Pdf rap,Order number
    889302System.Drawing.Bitmap,889302,22-125421,NL14_20112,8/26/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889302System.Drawing.Bitmap,889302,22-125421,NL14_20112,8/26/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889302System.Drawing.Bitmap,889302,22-125421,NL14_20112,8/26/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889302System.Drawing.Bitmap,889302,22-125421,NL14_20112,8/26/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889302System.Drawing.Bitmap,889302,22-125421,NL14_20112,8/26/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889302System.Drawing.Bitmap,889302,22-125421,NL14_20112,8/26/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889302System.Drawing.Bitmap,889302,22-125421,NL14_20112,8/26/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889302System.Drawing.Bitmap,889302,22-125421,NL14_20112,8/26/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889303System.Drawing.Bitmap,889303,22-125422,NL14_20112,8/23/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889303System.Drawing.Bitmap,889303,22-125422,NL14_20112,8/23/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889303System.Drawing.Bitmap,889303,22-125422,NL14_20112,8/23/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889303System.Drawing.Bitmap,889303,22-125422,NL14_20112,8/23/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889303System.Drawing.Bitmap,889303,22-125422,NL14_20112,8/23/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889303System.Drawing.Bitmap,889303,22-125422,NL14_20112,8/23/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889303System.Drawing.Bitmap,889303,22-125422,NL14_20112,8/23/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889303System.Drawing.Bitmap,889303,22-125422,NL14_20112,8/23/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889304System.Drawing.Bitmap,889304,22-125423,NL14_20112,8/19/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889304System.Drawing.Bitmap,889304,22-125423,NL14_20112,8/19/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889304System.Drawing.Bitmap,889304,22-125423,NL14_20112,8/19/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889304System.Drawing.Bitmap,889304,22-125423,NL14_20112,8/19/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889304System.Drawing.Bitmap,889304,22-125423,NL14_20112,8/19/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889304System.Drawing.Bitmap,889304,22-125423,NL14_20112,8/19/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889304System.Drawing.Bitmap,889304,22-125423,NL14_20112,8/19/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889304System.Drawing.Bitmap,889304,22-125423,NL14_20112,8/19/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889305System.Drawing.Bitmap,889305,22-125424,NL14_20112,8/16/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889305System.Drawing.Bitmap,889305,22-125424,NL14_20112,8/16/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889305System.Drawing.Bitmap,889305,22-125424,NL14_20112,8/16/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889305System.Drawing.Bitmap,889305,22-125424,NL14_20112,8/16/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889305System.Drawing.Bitmap,889305,22-125424,NL14_20112,8/16/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889305System.Drawing.Bitmap,889305,22-125424,NL14_20112,8/16/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889305System.Drawing.Bitmap,889305,22-125424,NL14_20112,8/16/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889305System.Drawing.Bitmap,889305,22-125424,NL14_20112,8/16/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889306System.Drawing.Bitmap,889306,22-125425,NL14_20112,8/12/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889306System.Drawing.Bitmap,889306,22-125425,NL14_20112,8/12/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889306System.Drawing.Bitmap,889306,22-125425,NL14_20112,8/12/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889306System.Drawing.Bitmap,889306,22-125425,NL14_20112,8/12/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889306System.Drawing.Bitmap,889306,22-125425,NL14_20112,8/12/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889306System.Drawing.Bitmap,889306,22-125425,NL14_20112,8/12/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889306System.Drawing.Bitmap,889306,22-125425,NL14_20112,8/12/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889306System.Drawing.Bitmap,889306,22-125425,NL14_20112,8/12/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889307System.Drawing.Bitmap,889307,22-125426,NL14_20112,8/9/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889307System.Drawing.Bitmap,889307,22-125426,NL14_20112,8/9/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889307System.Drawing.Bitmap,889307,22-125426,NL14_20112,8/9/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889307System.Drawing.Bitmap,889307,22-125426,NL14_20112,8/9/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889307System.Drawing.Bitmap,889307,22-125426,NL14_20112,8/9/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889307System.Drawing.Bitmap,889307,22-125426,NL14_20112,8/9/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889307System.Drawing.Bitmap,889307,22-125426,NL14_20112,8/9/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889307System.Drawing.Bitmap,889307,22-125426,NL14_20112,8/9/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889308System.Drawing.Bitmap,889308,22-125427,NL14_20112,8/5/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889308System.Drawing.Bitmap,889308,22-125427,NL14_20112,8/5/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889308System.Drawing.Bitmap,889308,22-125427,NL14_20112,8/5/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889308System.Drawing.Bitmap,889308,22-125427,NL14_20112,8/5/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889308System.Drawing.Bitmap,889308,22-125427,NL14_20112,8/5/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889308System.Drawing.Bitmap,889308,22-125427,NL14_20112,8/5/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889308System.Drawing.Bitmap,889308,22-125427,NL14_20112,8/5/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889308System.Drawing.Bitmap,889308,22-125427,NL14_20112,8/5/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889309System.Drawing.Bitmap,889309,22-125428,NL14_20112,8/2/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889309System.Drawing.Bitmap,889309,22-125428,NL14_20112,8/2/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889309System.Drawing.Bitmap,889309,22-125428,NL14_20112,8/2/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889309System.Drawing.Bitmap,889309,22-125428,NL14_20112,8/2/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889309System.Drawing.Bitmap,889309,22-125428,NL14_20112,8/2/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889309System.Drawing.Bitmap,889309,22-125428,NL14_20112,8/2/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889309System.Drawing.Bitmap,889309,22-125428,NL14_20112,8/2/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889309System.Drawing.Bitmap,889309,22-125428,NL14_20112,8/2/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889310System.Drawing.Bitmap,889310,22-125429,NL14_20112,7/29/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889310System.Drawing.Bitmap,889310,22-125429,NL14_20112,7/29/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889310System.Drawing.Bitmap,889310,22-125429,NL14_20112,7/29/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889310System.Drawing.Bitmap,889310,22-125429,NL14_20112,7/29/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889310System.Drawing.Bitmap,889310,22-125429,NL14_20112,7/29/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889310System.Drawing.Bitmap,889310,22-125429,NL14_20112,7/29/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889310System.Drawing.Bitmap,889310,22-125429,NL14_20112,7/29/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889310System.Drawing.Bitmap,889310,22-125429,NL14_20112,7/29/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889311System.Drawing.Bitmap,889311,22-125430,NL14_20112,7/26/2022 10:02,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],80.6,mg/l,Authorised,,,OMS22-906
    889311System.Drawing.Bitmap,889311,22-125430,NL14_20112,7/26/2022 10:02,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],0.3,m,Authorised,,,OMS22-906
    889311System.Drawing.Bitmap,889311,22-125430,NL14_20112,7/26/2022 10:02,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],650,uS/cm,Authorised,,,OMS22-906
    889311System.Drawing.Bitmap,889311,22-125430,NL14_20112,7/26/2022 10:02,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],22.8,oC,Authorised,,,OMS22-906
    889311System.Drawing.Bitmap,889311,22-125430,NL14_20112,7/26/2022 10:02,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,1,,Authorised,,,OMS22-906
    889311System.Drawing.Bitmap,889311,22-125430,NL14_20112,7/26/2022 10:02,,,OW Locatiebezoek in route,Locatiebezoek in route,,1,,Authorised,,,OMS22-906
    889311System.Drawing.Bitmap,889311,22-125430,NL14_20112,7/26/2022 10:02,,,OW Administratie per monster,Administratiekosten,,1,,Authorised,,,OMS22-906
    889311System.Drawing.Bitmap,889311,22-125430,NL14_20112,7/26/2022 10:02,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,1,,Authorised,,,OMS22-906
    889312System.Drawing.Bitmap,889312,22-125431,NL14_20094,9/30/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889312System.Drawing.Bitmap,889312,22-125431,NL14_20094,9/30/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889312System.Drawing.Bitmap,889312,22-125431,NL14_20094,9/30/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889312System.Drawing.Bitmap,889312,22-125431,NL14_20094,9/30/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889312System.Drawing.Bitmap,889312,22-125431,NL14_20094,9/30/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889312System.Drawing.Bitmap,889312,22-125431,NL14_20094,9/30/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889312System.Drawing.Bitmap,889312,22-125431,NL14_20094,9/30/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889312System.Drawing.Bitmap,889312,22-125431,NL14_20094,9/30/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889313System.Drawing.Bitmap,889313,22-125432,NL14_20094,9/27/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889313System.Drawing.Bitmap,889313,22-125432,NL14_20094,9/27/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889313System.Drawing.Bitmap,889313,22-125432,NL14_20094,9/27/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889313System.Drawing.Bitmap,889313,22-125432,NL14_20094,9/27/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889313System.Drawing.Bitmap,889313,22-125432,NL14_20094,9/27/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889313System.Drawing.Bitmap,889313,22-125432,NL14_20094,9/27/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889313System.Drawing.Bitmap,889313,22-125432,NL14_20094,9/27/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889313System.Drawing.Bitmap,889313,22-125432,NL14_20094,9/27/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889314System.Drawing.Bitmap,889314,22-125433,NL14_20094,9/23/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889314System.Drawing.Bitmap,889314,22-125433,NL14_20094,9/23/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889314System.Drawing.Bitmap,889314,22-125433,NL14_20094,9/23/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889314System.Drawing.Bitmap,889314,22-125433,NL14_20094,9/23/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889314System.Drawing.Bitmap,889314,22-125433,NL14_20094,9/23/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889314System.Drawing.Bitmap,889314,22-125433,NL14_20094,9/23/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889314System.Drawing.Bitmap,889314,22-125433,NL14_20094,9/23/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889314System.Drawing.Bitmap,889314,22-125433,NL14_20094,9/23/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889315System.Drawing.Bitmap,889315,22-125434,NL14_20094,9/20/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889315System.Drawing.Bitmap,889315,22-125434,NL14_20094,9/20/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889315System.Drawing.Bitmap,889315,22-125434,NL14_20094,9/20/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889315System.Drawing.Bitmap,889315,22-125434,NL14_20094,9/20/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889315System.Drawing.Bitmap,889315,22-125434,NL14_20094,9/20/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889315System.Drawing.Bitmap,889315,22-125434,NL14_20094,9/20/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889315System.Drawing.Bitmap,889315,22-125434,NL14_20094,9/20/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889315System.Drawing.Bitmap,889315,22-125434,NL14_20094,9/20/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889316System.Drawing.Bitmap,889316,22-125435,NL14_20094,9/16/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889316System.Drawing.Bitmap,889316,22-125435,NL14_20094,9/16/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889316System.Drawing.Bitmap,889316,22-125435,NL14_20094,9/16/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889316System.Drawing.Bitmap,889316,22-125435,NL14_20094,9/16/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889316System.Drawing.Bitmap,889316,22-125435,NL14_20094,9/16/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889316System.Drawing.Bitmap,889316,22-125435,NL14_20094,9/16/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889316System.Drawing.Bitmap,889316,22-125435,NL14_20094,9/16/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889316System.Drawing.Bitmap,889316,22-125435,NL14_20094,9/16/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889317System.Drawing.Bitmap,889317,22-125436,NL14_20094,9/13/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889317System.Drawing.Bitmap,889317,22-125436,NL14_20094,9/13/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889317System.Drawing.Bitmap,889317,22-125436,NL14_20094,9/13/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889317System.Drawing.Bitmap,889317,22-125436,NL14_20094,9/13/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889317System.Drawing.Bitmap,889317,22-125436,NL14_20094,9/13/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889317System.Drawing.Bitmap,889317,22-125436,NL14_20094,9/13/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889317System.Drawing.Bitmap,889317,22-125436,NL14_20094,9/13/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889317System.Drawing.Bitmap,889317,22-125436,NL14_20094,9/13/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889318System.Drawing.Bitmap,889318,22-125437,NL14_20094,9/9/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889318System.Drawing.Bitmap,889318,22-125437,NL14_20094,9/9/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889318System.Drawing.Bitmap,889318,22-125437,NL14_20094,9/9/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889318System.Drawing.Bitmap,889318,22-125437,NL14_20094,9/9/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889318System.Drawing.Bitmap,889318,22-125437,NL14_20094,9/9/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889318System.Drawing.Bitmap,889318,22-125437,NL14_20094,9/9/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889318System.Drawing.Bitmap,889318,22-125437,NL14_20094,9/9/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
